id_fila,producto_id,sku_orig,nombre_orig,accion,target_id,lab_real,lab_nuevo,nombre_propuesto,forma,molecula,presentacion,unidades,linea,fuente_desc,desc_candidata,foto_candidata,tier,score,motivo,aprobado
63,37587,ME43626,BISACODILO 5 MG X 10 TABLETAS GASTRORRESISTENTES,crear,,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",si,BISACODILO 5 MG X 10 TABLETAS GASTRORRESISTENTES,TABLETAS,Bisacodilo,X 10 TABLETAS,10,Linea Farmacia,cobeca,BISACODILO TAB 5MG X 10 FM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28708.jpg,,,lab existe pero sin match >= T0,si
64,37591,ME36891,BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 5 MG - 6.25 MG X 30 TABLETAS,asignar,39111,"LABORATORIOS LETI, S.A.V.",no,BISOPROLOL FUMARATO - HIDROCLOROTIAZIDA 5 MG - 6.25 MG COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,,,,,farmanselmo,BIOTALOL HCT BISOPROLOL FUMARATO+HIDROCLOROTIAZIDA 5MG+6.25MG x30 COMPRIMIDOS LETI (E),https://pccentro.net.ve/img/s/6/8/7/3/8/68738-large_default.webp,0,2,match T0 score 2,si
65,37592,ME42421,BISOPROLOL FUMARATO 10 MG X 30 COMPRIMIDOS RECUBIERTOS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,BISOPROLOL FUMARATO 10 MG X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Bisoprolol,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,BISOPROLOL TAB 10MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21371.jpg,,,lab existe pero sin match >= T0,si
66,37594,ME44328,BISOPROLOL FUMARATO 5 MG X 30 TABLETAS RECUBIERTAS,crear,,"LABORATORIOS LETI, S.A.V.",no,BISOPROLOL FUMARATO 5 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Bisoprolol,X 30 TABLETAS,30,Linea Farmacia,cobeca,BISOPROLOL FUMARATO COMP 5MG X30 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/98668.jpg,,,lab existe pero sin match >= T0,si
67,37604,ME35864,BRASARTAN 160 MG X 30 TABLETAS RECUBIERTAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,VALSARTAN 160 MG X 30 TABLETAS,TABLETAS,Valsartan,X 30 TABLETAS,30,Linea Farmacia,cobeca,VALSARTAN TAB REC 160MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52911.jpg,,,lab existe pero sin match >= T0,si
68,37614,ME26069,CLORHIDRATO DE BROMEXINA 8 MG / 5 ML JARABE.,crear,,"CASA DE REPRESENTACION ADN MEDICAL, C.A.",si,CLORHIDRATO DE BROMEXINA 8 MG / 5 ML JARABE.,JARABE,Bromhexina,JARABE,,Linea Farmacia,cobeca,BROMEXINA JBE 8MG/5ML 120ML ADN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/27452.jpg,,,lab sin productos en BD,si
69,37615,ME40260,BROMEXINA CLORHIDRATO 4 MG / 5 ML JARABE,crear,,"BIOQUIMICA INTERNACIONAL, C.A.",si,BROMEXINA CLORHIDRATO 4 MG / 5 ML JARABE,JARABE,Bromexina,JARABE,,Linea Farmacia,cobeca,BROMEXINA JBE 4MG/5ML 120ML BIOQ,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/14190.jpg,,,lab existe pero sin match >= T0,si
70,37616,ME35158,BROMHEXINA CLORHIDRATO 8 MG / 5 ML JARABE,crear,,"LABORATORIO LA SANTE, C.A.",no,BROMHEXINA PED4MG 5 ML / 120 ML JARABE,JARABE,Bromhexina Ped4mg,JARABE,,Linea Farmacia,cobeca,BROMHEXINA JBE PED4MG/5ML 120ML PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11549.jpg,,,lab existe pero sin match >= T0,si
71,37617,ME36318,BROMHEXINA CLORHIDRATO 8 MG / 5 ML JARABE,crear,,"LABORATORIO LA SANTE, C.A.",no,BROMHEXINA PED4MG 5 ML / 120 ML JARABE,JARABE,Bromhexina Ped4mg,JARABE,,Linea Farmacia,cobeca,BROMHEXINA JBE PED4MG/5ML 120ML PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11549.jpg,,,lab existe pero sin match >= T0,si
72,37663,ME37841,CANDESARTAN 8 MG X 30 TABLETAS,asignar,37663,"LABORATORIO LA SANTE, C.A.",no,CANDESARTAN 8 MG X 30 TABLETAS,TABLETAS,,,,,cobeca,CANDESARTAN TAB 8MG X30 PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23944.jpg,0,2,match T0 score 2,si
73,37670,ME25978/2,CAPTOPRIL 25 MG X 20 COMPRIMIDOS,asignar,39123,"LABORATORIOS KIMICEG, C.A.",no,CAPTOPRIL 25 MG X 20 TABLETAS,TABLETAS,Captopril,,,,cobeca,CAPTOPRIL TAB 25MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3029.jpg,0,1002,match T0 score 1002,si
74,37671,ME25738/2,CAPTOPRIL 25 MG X 20 TABLETAS,asignar,39123,"LABORATORIOS KIMICEG, C.A.",no,CAPTOPRIL 25 MG X 20 TABLETAS,TABLETAS,Captopril,,,,cobeca,CAPTOPRIL TAB 25MG X20 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/3029.jpg,0,1002,match T0 score 1002,si
75,37676,ME24815/2,CARBAMAZEPINA 200 MG X 10 COMPRIMIDOS,crear,,"LABORATORIOS ZUZU, C.A.",si,CARBAMAZEPINA 200 MG X 10 COMPRIMIDOS,COMPRIMIDOS,Carbamazepina,X 10 COMPRIMIDOS,10,Linea Farmacia,cobeca,CARBAMAZEPINA TAB 200MG X10 ZUZU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52560.jpg,,,lab sin productos en BD,si
76,37677,ME24815/3,CARBAMAZEPINA 200 MG X 20 COMPRIMIDOS,crear,,"CASA DE REPRESENTACION DAC55, C.A.",no,CARBAMAZEPINA 200 MG X 20 COMPRIMIDOS,COMPRIMIDOS,Carbamazepina,X 20 COMPRIMIDOS,20,Linea Farmacia,cobeca,CARBAMAZEPINA TAB 200MG X20 CR DAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20947.jpg,,,lab sin productos en BD,si
77,37678,ME28957,CARBAMAZEPINA 200 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,CARBAMAZEPINA 200 MG X 30 TABLETAS,TABLETAS,Carbamazepina,X 30 TABLETAS,30,Linea Farmacia,cobeca,CARBAMAZEPINA TAB 200MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23677.jpg,,,lab existe pero sin match >= T0,si
78,37679,ME43783,CARBAMAZEPINA 200 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,CARBAMAZEPINA 200 MG X 30 TABLETAS,TABLETAS,Carbamazepina,X 30 TABLETAS,30,Linea Farmacia,cobeca,CARBAMAZEPINA TAB 200MG X30 ANG/H,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23677.jpg,,,lab existe pero sin match >= T0,si
79,37680,ME43998,CARBAMAZEPINA 400 MG X 30 TABLETAS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,CARBAMAZEPINA 400 MG X 30 TABLETAS,TABLETAS,Carbamazepina,X 30 TABLETAS,30,Linea Farmacia,cobeca,CARBAMAZEPINA TAB 400MG X 30 ANGELUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28515.jpg,,,lab existe pero sin match >= T0,si
80,37685,ME1642,CARBONATO DE LITIO 300 MG X 20 CAPSULAS,asignar,37684,"BIOTECH LABORATORIOS, C.A.",no,CARBONATO DE LITIO 300 MG X 20 CAPSULAS,CAPSULAS,Litio,,,,cobeca,CARBONATO D/LITIO CAP 300MG X20 BIOTECH,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/4553.jpg,0,1002,match T0 score 1002,si
81,37704,ME30368,CEFADROXILO 500 MG X 10 CAPSULAS,asignar,37706,"LABORATORIOS LETI, S.A.V.",no,CEFADROXILO 500 MG X 10 CAPSULAS,CAPSULAS,Cefadroxilo,,,,cobeca,CEFADROXILO CAP 500MG X10 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22822.jpg,0,1002,match T0 score 1002,si
82,37705,ME27532,CEFADROXILO 500 MG X 10 CAPSULAS,asignar,37706,"LABORATORIOS LETI, S.A.V.",no,CEFADROXILO 500 MG X 10 CAPSULAS,CAPSULAS,Cefadroxilo,,,,cobeca,CEFADROXILO CAP 500MG X10 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22822.jpg,0,1002,match T0 score 1002,si
83,37708,ME42857,CEFADROXILO 500 MG X 10 TABLETAS,asignar,37706,"LABORATORIOS LETI, S.A.V.",no,CEFADROXILO 500 MG X 10 CAPSULAS,CAPSULAS,Cefadroxilo,,,,cobeca,CEFADROXILO CAP 500MG X10 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22822.jpg,0,1002,match T0 score 1002,si
84,37711,HO44435,CEFAZOLINA 1 G X 10 AMPOLLAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,CEFAZOLINA SODICO 1 G X 10 INYECTABLE,INYECTABLE,Cefazolina Sodico,X 10 INYECTABLE,10,Linea Hospitalaria,cobeca,CEFAZOLINA SOD PVO SOL INY 1G X10 DIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51988.jpg,,,lab sin productos en BD,si
85,37714,ME44329,CEFIXIMA 400 MG X 5 TABLETAS RECUBIERTAS,ambiguo,37712|38374,"LABORATORIOS LETI, S.A.V.",no,,,,,,,cobeca,CEFIXIMA CAP 400MG X5 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/29896.jpg,,,2+ candidatos de presentación exacta empatados en mismo tier,no
86,37719,HO33864,CEFTRIAXONA 1 G X 1 AMPOLLA,crear,,"CASA DE REPRESENTACION GLOBAL MEDIC, C.A.",si,CEFTRIAXONA 1 G X 1 AMPOLLA,INYECTABLE,Ceftriaxona,X 1 INYECTABLE,1,Linea Hospitalaria,cobeca,CEFTRIAXONA AMP IM/IV 1G X1 CR GM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51473.jpg,,,lab existe pero sin match >= T0,si
87,37720,HO29420,CEFTRIAXONA 1 G POLVO PARA SOLUCION INYECTABLE,crear,,"CASA DE REPRESENTACION GLOBAL MEDIC, C.A.",si,CEFTRIAXONA 1 G POLVO PARA SOLUCION INYECTABLE,INYECTABLE,Ceftriaxona,X 1 INYECTABLE,1,Linea Hospitalaria,cobeca,CEFTRIAXONA AMP IM/IV 1G X1 CR GM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51473.jpg,,,lab existe pero sin match >= T0,si
88,37722,ME41586,CELECOXIB 200 MG X 10 CAPSULAS,crear,,"LABORATORIOS VICENTI, C.A.",si,CELECOXIB 200 MG X 10 CAPSULAS,CAPSULAS,Celecoxib,X 10 CAPSULAS,10,Linea Farmacia,cobeca,CELECOXIB CAP 200MG X10 VIN,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26739.jpg,,,lab existe pero sin match >= T0,si
89,37727,ME42717,CETIRIZINA CLORHIDRATO 10 MG X 10 TABLETAS RECUBIERTAS,asignar,37728,"LABORATORIOS LETI, S.A.V.",no,CETIRIZINA 10 MG X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Cetirizina,,,,cobeca,CETIRIZINA COMP 10MG X10 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/11497.jpg,0,1002,match T0 score 1002,si
90,37730,ME44603,CETIRIZINA 5 MG / 5 ML SOLUCION ORAL,crear,,"LABORATORIO LA SANTE, C.A.",no,CETIRIZINA 5 MG / 5 ML SOLUCION ORAL,SOLUCION ORAL,Cetirizina,SOLUCION ORAL,,Linea Farmacia,cobeca,CETIRIZINA SOL ORAL 5MG/5ML 60ML PHARME,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/2328.jpg,,,lab existe pero sin match >= T0,si
91,37744,ME43391,CILOSTAZOL 50 MG X 30 TABLETAS RECUBIERTAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,CILOSTAZOL 50 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Cilostazol,X 30 TABLETAS,30,Linea Farmacia,cobeca,CILOSTAZOL TAB 50MG X30 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25678.jpg,,,lab sin productos en BD,si
92,37745,ME42967,CILOSTAZOL 100 MG X 30 TABLETAS,crear,,"CORPORACION CLEOPHARMA, C.A.",si,CILOSTAZOL 100 MG X 30 TABLETAS,TABLETAS,Cilostazol,X 30 TABLETAS,30,Linea Farmacia,cobeca,CILOSTAZOL TAB REC 100MG X30 CLEO,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52907.jpg,,,lab sin productos en BD,si
93,37751,ME28283/3,CIPROFLOXACINA 500 MG X 14 TABLETAS RECUBIERTAS,asignar,39140,"LABORATORIOS LETI, S.A.V.",no,CIPROFLOXACINA 500 MG COMPRIMIDOS RECUBIERTOS DE LIBERACION PROGRAMADA,COMPRIMIDOS,,,,,cobeca,CIPROFLOXACINA COMP REC 500 X14 LETI,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51885.jpg,0,0,match T0 score 0,si
94,37752,ME28283/2,CIPROFLOXACINA 500 MG X 6 TABLETAS RECUBIERTAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,CIPROFLOXACINA 500 MG X 6 TABLETAS RECUBIERTAS,TABLETAS,Ciprofloxacina,X 6 TABLETAS,6,Linea Farmacia,cobeca,CIPROFLOXACINA TAB 500MG X6 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20511.jpg,,,lab sin productos en BD,si
95,37753,HO44719,CIPROFLOXACINA 200 MG / 100 ML SOLUCION INYECTABLE,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,CIPROFLOXACINA INF INY200MG CRDIST 100 ML INYECTABLE,INYECTABLE,Ciprofloxacina Inf Iny200mg Crdist,INYECTABLE,,Linea Hospitalaria,cobeca,CIPROFLOXACINA INF INY200MG/100ML CRDIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21337.jpg,,,lab sin productos en BD,si
96,37754,HO44679,CIPROFLOXACINA INFUSION 0.2 G / 100 ML SOLUCION PARA INFUSION INTRAVENOSA,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,CIPROFLOXACINA INF INY200MG CRDIST 100 ML INYECTABLE,INYECTABLE,Ciprofloxacina Inf Iny200mg Crdist,INYECTABLE,,Linea Hospitalaria,cobeca,CIPROFLOXACINA INF INY200MG/100ML CRDIST,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21337.jpg,,,lab sin productos en BD,si
97,37755,ME27827/4,CIPROFLOXACINA 500 MG X 10 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION DAC55, C.A.",no,CIPROFLOXACINA 500 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Ciprofloxacina,X 10 TABLETAS,10,Linea Farmacia,cobeca,CIPROFLOXACINA TAB 500MG X10 CR DAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20945.jpg,,,lab sin productos en BD,si
98,37756,ME27827/3,CIPROFLOXACINA 500 MG X 6 TABLETAS RECUBIERTAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,CIPROFLOXACINA 500 MG X 6 TABLETAS RECUBIERTAS,TABLETAS,Ciprofloxacina,X 6 TABLETAS,6,Linea Farmacia,cobeca,CIPROFLOXACINA TAB 500MG X6 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20511.jpg,,,lab sin productos en BD,si
99,37759,ME26487/3,CIPROFLOXACINA 500 MG X 10 COMPRIMIDOS RECUBIERTOS,crear,,"CASA DE REPRESENTACION DAC55, C.A.",no,CIPROFLOXACINA 500 MG X 10 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Ciprofloxacina,X 10 COMPRIMIDOS,10,Linea Farmacia,cobeca,CIPROFLOXACINA TAB 500MG X10 CR DAC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20945.jpg,,,lab sin productos en BD,si
100,37760,ME26487/2,CIPROFLOXACINA 500 MG X 6 COMPRIMIDOS RECUBIERTOS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,CIPROFLOXACINA 500 MG X 6 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Ciprofloxacina,X 6 COMPRIMIDOS,6,Linea Farmacia,cobeca,CIPROFLOXACINA TAB 500MG X6 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/20511.jpg,,,lab sin productos en BD,si
101,37761,ME42422,CIPROFLOXACINO 500 MG X 10 TABLETAS RECUBIERTAS,crear,,"BLUE MEDICAL PHARMACEUTICAL, C.A.",si,CIPROFLOXACINO 500 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Ciprofloxacino,X 10 TABLETAS,10,Linea Farmacia,cobeca,CIPROFLOXACINO TAB REC 500MG X10 BLUE,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50785.jpg,,,lab sin productos en BD,si
102,37763,ME35266,CITALOPRAM 40 MG X 10 TABLETAS RECUBIERTAS,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,CITALOPRAM 40 MG X 10 TABLETAS RECUBIERTAS,TABLETAS,Citalopram,X 10 TABLETAS,10,Linea Farmacia,cobeca,CITALOPRAM TAB  40MG X10 CR MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/53032.jpg,,,lab sin productos en BD,si
103,37767,ME36822/2,CITRATO DE CALCIO 1190 MG X 30 TABLETAS MASTICABLES SABOR A MANDARINA,crear,,PHARMATECH USA CORP,si,CITRATO CA VIT D3 TABLETAS,TABLETAS,Citrato Ca Vit D3,TABLETAS,,Linea Farmacia,cobeca,CITRATO D/CA + VIT D3 TAB X30 G PHAR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23439.jpg,,,lab sin productos en BD,si
104,37788,ME42956,CLOMIFENO CITRATO 50 MG X 30 TABLETAS,crear,,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",si,CLOMIFENO CITRATO 50 MG X 30 TABLETAS,TABLETAS,Clomifeno,X 30 TABLETAS,30,Linea Farmacia,cobeca,CLOMIFENO TAB 50MG X 30 FM,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28709.jpg,,,lab existe pero sin match >= T0,si
105,37802,ME34084/3,CLOPIDOGREL 75 MG X 20 COMPRIMIDOS RECUBIERTOS,crear,,"CASA DE REPRESENTACION FARMACOS MEDIORIENTE, C.A.",si,CLOPIDOGREL 75 MG X 20 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Clopidogrel,X 20 COMPRIMIDOS,20,Linea Farmacia,cobeca,CLOPIDOGREL TAB 75MG X20 FMED,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/51767.jpg,,,lab existe pero sin match >= T0,si
106,37803,ME34084/4,CLOPIDOGREL 75 MG X 30 COMPRIMIDOS RECUBIERTOS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,CLOPIDOGREL 75 MG X 30 COMPRIMIDOS RECUBIERTOS,COMPRIMIDOS,Clopidogrel,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,CLOPIDOGREL TAB 75MG X30 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22848.jpg,,,lab sin productos en BD,si
107,37805,ME37534,CLOPIDOGREL 75 MG X 30 TABLETAS RECUBIERTAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,CLOPIDOGREL 75 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Clopidogrel,X 30 TABLETAS,30,Linea Farmacia,cobeca,CLOPIDOGREL TAB 75MG X30 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22848.jpg,,,lab sin productos en BD,si
108,37806,ME43375,CLOPIDOGREL 75 MG X 30 TABLETAS RECUBIERTAS,crear,,"ALESS PHARMACEUTICALS, C.A.",si,CLOPIDOGREL 75 MG X 30 TABLETAS RECUBIERTAS,TABLETAS,Clopidogrel,X 30 TABLETAS,30,Linea Farmacia,cobeca,CLOPIDOGREL TAB 75MG X30 ALESS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/22848.jpg,,,lab sin productos en BD,si
109,37814,ME43585/4,DOPALEN 200 MG X 30 CAPSULAS DE LIBERACION PROLONGADA,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,CLORHID MEBEVERINA 200 MG X 30 CAPSULAS,CAPSULAS,Clorhid Mebeverina,X 30 CAPSULAS,30,Linea Farmacia,cobeca,CLORHID D/MEBEVERINA CAP 200MG X30 CR MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54229.jpg,,,lab sin productos en BD,si
110,37818,HO37055,CLORURO DE POTASIO 2 MEQ / ML SOLUCION INYECTABLE,crear,,"IPS DE VENEZUELA, C.A.",si,CLORURO SODICO 0.9 % INYECTABLE,INYECTABLE,Cloruro Sodico,INYECTABLE,,Linea Hospitalaria,cobeca,"CLORURO D/SOD SOL INY 0,9% 100ML IPS",https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/21357.jpg,,,lab sin productos en BD,si
111,37820,ME32566,CLORURO DE SODIO 0.9 % SOLUCION ISOTONICA PARA IRRIGACION ESTERIL,crear,,"LABORATORIO FINE CHEMICALS C.F.C., C.A.",si,CLORURO MAGNES 25 G LOCION,LOCION,Cloruro Magnes,LOCION,,Linea Farmacia,cobeca,CLORURO D/MAGNES 25G FCH,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/17780.jpg,,,lab sin productos en BD,si
112,37823,ME43751,CLOTRIMAZOL 100 MG X 6 OVULOS VAGINALES,crear,,"TIARES, C.A.",si,CLOTRIMAZOL 100 MG X 6 OVULOS VAGINALES,OVULOS,Clotrimazol,X 6 OVULOS,6,Linea Farmacia,cobeca,CLOTRIMAZOL OVUL 100MG X6 TIAR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26419.jpg,,,lab existe pero sin match >= T0,si
113,37824,ME39062,CLOTRIMAZOL 500 MG X 1 OVULO VAGINAL,crear,,"TIARES, C.A.",si,CLOTRIMAZOL 500 MG X 1 OVULO VAGINAL,OVULOS,Clotrimazol,X 1 OVULOS,1,Linea Farmacia,cobeca,CLOTRIMAZOL OVUL 500MG X1 TIAR,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/26410.jpg,,,lab existe pero sin match >= T0,si
114,37835,HO1587,COMPLEJO DE VITAMINA B X 3 AMPOLLAS,crear,,"CALOX INTERNATIONAL, C.A.",no,COMPLEJO 2 ML X 3 INYECTABLE,INYECTABLE,Complejo,X 3 INYECTABLE,3,Linea Hospitalaria,cobeca,COMPLEJO B AMP 2 ML X3 VIV,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/5118.jpg,,,lab existe pero sin match >= T0,si
115,37864,ME30715/4,DALTAZEN 60 MG X 30 COMPRIMIDOS,crear,,"INVERSIONES ANGELUS HEALTH, C.A.",si,DILTIAZEM 60 MG X 30 COMPRIMIDOS,COMPRIMIDOS,Diltiazem,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,DILTIAZEM TAB 60MG X 30 ANGELUS,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/28519.jpg,,,lab existe pero sin match >= T0,si
116,37874,ME32194/2,DEFLAZACORT 6 MG X 10 COMPRIMIDOS,ambiguo,37873|39173,"CALOX INTERNATIONAL, C.A.",no,,,,,,,cobeca,DEFLAZACORT TAB 6MG X10 CLX,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/91527.jpg,,,2+ candidatos de presentación exacta empatados en mismo tier,no
117,37875,ME32194/3,DEFLAZACORT 6 MG X 30 COMPRIMIDOS,crear,,"CASA DE REPRESENTACIONES BELMARCA, C.A.",si,6 MG X 30 COMPRIMIDOS,COMPRIMIDOS,,X 30 COMPRIMIDOS,30,Linea Farmacia,cobeca,DEFLAZACORT TAB 6MG X30 CR BEL,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/52860.jpg,,,lab sin productos en BD,si
118,37900,ME42492/3,DEXAMETASONA 4 MG X 100 COMPRIMIDOS,crear,,CASA DE REPRESENTACION MVGA PHARMA,si,PORTU 4 MG X 100 COMPRIMIDOS,COMPRIMIDOS,Portu,X 100 COMPRIMIDOS,100,Linea Farmacia,cobeca,DEXAMETASONA TAB 4MG X100 PORTU,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/25079.jpg,,,lab sin productos en BD,si
119,37901,HO42510,DEXAMETASONA FOSFATO SODICO 4 MG / ML SOLUCION INYECTABLE,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,SODICO 4 MG / 1 ML X 10 INYECTABLE,INYECTABLE,Sodico,X 10 INYECTABLE,10,Linea Hospitalaria,cobeca,DEXAMETASONA F/SOD SOL INY 4MG/1MLX10 DT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23086.jpg,,,lab sin productos en BD,si
120,37902,HO42502,DEXAMETASONA FOSFATO SODICO 8 MG / 2 ML SOLUCION INYECTABLE,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,DEXAMETASONA FOSFATO SODICO 8 MG / 2 ML SOLUCION INYECTABLE,INYECTABLE,Sodico,X 10 INYECTABLE,10,Linea Hospitalaria,cobeca,DEXAMETASONA F/SOD SOL INY 8MG/2MLX10 DT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23087.jpg,,,lab sin productos en BD,si
121,37904,HO42601,DEXAMETASONA 8 MG / 2 ML X 10 AMPOLLAS,crear,,"CASA DE REPRESENTACION DISTRILAB, C.A.",si,SODICO 8 MG / 2 ML X 10 INYECTABLE,INYECTABLE,Sodico,X 10 INYECTABLE,10,Linea Hospitalaria,cobeca,DEXAMETASONA F/SOD SOL INY 8MG/2MLX10 DT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/23087.jpg,,,lab sin productos en BD,si
122,37913,ME43584,DIACEREINA 50 MG X 10 CAPSULAS,crear,,"CASA DE REPRESENTACION MT GLOBAL CARE, C.A.",si,DIACEREINA 50 MG X 10 CAPSULAS,CAPSULAS,Diacereina,X 10 CAPSULAS,10,Linea Farmacia,cobeca,DIACEREINA CAP 50MG X 10 MT,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/50231.jpg,,,lab sin productos en BD,si
123,37921,ME44533,DICARVEX 25 MG X 30 TABLETAS,crear,,"LABORATORIOS KIMICEG, C.A.",no,CARVEDILOL 25 MG X 30 TABLETAS,TABLETAS,Carvedilol,X 30 TABLETAS,30,Linea Farmacia,cobeca,CARVEDILOL TAB REC 25MG X30 KIMIC,https://mav.farmaciasaas.com/api/images/articulos/DISTRIBUCION/54225.jpg,,,solo match relaxando pack (T2) — presentacion exacta no existe,si
