producto_id,nombre,molecula,ref_id,ref_nombre,metodo,atc_id,resultado
39490,DOLAK 30 MG X 1 COMPRIMIDO SUBLINGUAL,ketorolaco,1956,Ketorolaco,exacto,4590,INSERTADO
39491,DOLAK 30 MG X 2 COMPRIMIDOS SUBLINGUALES,ketorolaco,1956,Ketorolaco,exacto,4590,INSERTADO
37971,DOLCAN 9 MG / 5 ML SUSPENSION ORAL,ibuprofeno,3877,Ibuprofeno,exacto,4605,INSERTADO
37990,DUROVAL 50 MG X 3 TABLETAS RECUBIERTAS,sildenafilo,3165,Sildenafilo,exacto,2984,INSERTADO
37991,DUROVAL 50 MG X 10 TABLETAS RECUBIERTAS,sildenafilo,3165,Sildenafilo,exacto,2984,INSERTADO
37988,DUROVAL 50 MG X 2 TABLETAS RECUBIERTAS,sildenafilo,3165,Sildenafilo,exacto,2984,INSERTADO
37989,DUROVAL 50 MG X 1 TABLETA RECUBIERTA,sildenafilo,3165,Sildenafilo,exacto,2984,INSERTADO
39222,FLOMED 0.15 % - 0.25 % SOLUCION TOPICA BUCAL,cetilpiridinio,3925,Cetilpiridinio,exacto,2533,INSERTADO
38658,PERTEN 1 % GEL TOPICO,clotrimazol,878,Clotrimazol,exacto,2720,INSERTADO
39340,PERTEN 1 % CREMA,clotrimazol,878,Clotrimazol,exacto,2720,INSERTADO
